Lot;Pr_lot;Code;Name;Provider;Producer;Expire
03405254300810201903;2655680121;006322     ;Амидет АПА-22;Ревада-Нева;Kao Chemicals GmbH;25.06.2021
03405029821002201501;2655680047;006322     ;Амидет АПА-22;Ревада-Нева;Kao Chemicals GmbH;05.09.2016
03405030141302201511;26625;005874     ;Лаукозол 103 (Texapon SB 3 KC, Сетацин 103, Setacin 103 Spezial NP, сульфосукцинат ANS-30);Ревада-Нева;Industria Chimica Panzeri S.r.l.;01.01.2016
03405107411801201701;M16285008V;000096     ;Диэтаноламиды (Комперлан КД, Амидет Б-112, Эденол ЦДЕ М,Emersense AM 8025, Коко Диэтаноламид, PDA);Ревада-Нева;Emery Oleochemicals;01.10.2018
03405108302501201710;20160928;001771     ;Краситель 4 BXN (2-амино-4 гидроксиэтил-анизол сульфат);Ревада-Нева;XiNY;27.09.2017
03405229042604201902;30793958;003927     ;Еуперлан PK 4000 ( Еуперлан РК 4000, Акипосал 2010С);Ревада-Нева;Kao Chemicals GmbH;16.06.2020
03405230451305201905;20181012;000045     ;Краситель м-аминофенол (EG) (Chemibrox  MAP) (CAS № 591-27-5) (CI 76545);Ревада-Нева;Xinyu Chemicals;11.10.2019
03405233022805201905;6038D19/01;002660     ;Масло персика (PARIOL 326 ПС/Р);Ревада-Нева;A.& A. Fratelli Parodi s.r.l.;01.04.2020
03405239470807201904;36333;005546     ;Каопан ТВЛ-120 (Полисорбат-20, Лауропан Т/20);Ревада-Нева;Industria Chimica Panzeri S.r.l.;01.04.2021
03405239560907201902;2019-06-685;000451     ;Цетримониум хлорид (Dehyguart, MICROCARE, ТОРКВАТ, СТС 25, СТС 50, Arguad 16-29);Ревада-Нева;"ООО ПК ""Реми""";01.06.2020
03405239931107201903;29978;024428     ;Сульфоэтоксилат натрия сухой (эмал 10P HD x, Эмал 10П ХД, Empicol);Ревада-Нева;Kao Chemicals GmbH;22.09.2019
03405240621607201901;201904704;000108     ;Изоаскорбат натрия (Sodium Erythorbate);Ревада-Нева;ZHENGZHOU TUOYANG BIO-ENGINEERING CO., LTD;09.04.2021
03405241982507201903;D215J4UEH1;002359     ;Этоксидигликоль (Carbitol CG, Моноэтиловый эфир);Ревада-Нева;DOW CORNING/DOW EUROPE GMBH;29.04.2021
03405242883007201902;С-901221-2105;003843     ;Квартамин АВ (бегентримониум хлорид, Микрокер Кват БХК);Ревада-Нева;THOR;01.05.2021
03405217671502201902;6082M19/01;014808     ;Масло аргано (Argana, Pariol 627 AP/P);Ревада-Нева;R A.&A. F.lli Parodi s.r.l.;01.01.2020
03405218442202201902;E18120298;000334     ;ЦСС (Hedrenol, Lanett, Калкол 8670, Алкотекс 1618 ФБ, VEGAROL 1618ТА, Екорол 68/30П);Ревада-Нева;Godrey Industries Ltd.;30.11.2020
03405219990403201901;30768837;007924     ;Акиппо фоам (аkypo foam RL40, лаурет 5 карбоксилат, Акипо Фоам);Ревада-Нева;Kao Chemicals GmbH;21.11.2019
03405225050304201901;N0712;000096     ;Диэтаноламиды (Комперлан КД, Амидет Б-112, Эденол ЦДЕ М,Emersense AM 8025, Коко Диэтаноламид, PDA);Ревада-Нева;Sovereign Food Chemicals Sdn.Bhd.;06.12.2020
03405225310404201901;30784802;005871     ;Амидет Н;Ревада-Нева;Kao Chemicals GmbH;09.05.2020
03405194711209201802;1182906-01;001557     ;Лаурет-2 (DEHYDOL, Гифран, Неопал МА 1.8, Синтанол АЛМ-2, Арлипон F, Унитоп Хидол 2);Ревада-Нева;UNITOP GROUP;28.06.2020
03405194811309201801;BFF1108S;039383     ;Тальк 1656 (Talc 1656);Ревада-Нева;IMI FABI LLC;18.04.2023
03405200561610201801;6;022495     ;Магнезия 22 (Magnesia 22, магнезия жженая марки В);Ревада-Нева;"ООО ""Ультра - Си""";01.09.2019
03405203173110201805;60471805;018473     ;Магнезиум аскорбил фосфат;Ревада-Нева;Selko;09.03.2020
03405204881211201801;6048G18/01;011429     ;Масло манго;Ревада-Нева;A.& A. Fratelli Parodi s.r.l.;01.07.2019
03405205601511201816;20180530;002460     ;Краситель Rodol 9 RBase (Chemibrox 6CNA, 2А64НП, CAS 6358-09-4, 2A6C4N);Ревада-Нева;Xinyu Chemical;29.05.2019
03405205651611201802;VA79749;001821     ;Аэросил 200 (Силика Т 30 (HDK T 30));Ревада-Нева;Wacker;11.08.2020
03405206011911201805;DM18080002;004546     ;Эмульгин В3 (цетеарет 30, цестопал 30М) в DE LUXE;Ревада-Нева;Godrey Industries Ltd. ;29.08.2020
03405208660612201803;1019P18/01;039030     ;Париол Цетпал( Pariol CETPAL);Ревада-Нева;Fratelli Parodi;01.11.2020
03405209361112201807;20180525;007287     ;Краситель Rodol CRS (4 хлор резорцин);Ревада-Нева;XiNY;24.05.2019
03405215460102201902;71001802;032557     ;Алое-вера порошок 200:1 (Freeze Dried, Алоэ Вера);Ревада-Нева;Selкo;25.06.2021
14451261171811201901;137;007286     ;ПЭГ-6000 ;ВИТАХИМ СПБ ООО;"ООО ""Завод синтанолов""";01.07.2020
03405169881304201805;30021801;007220     ;активатор ОМЕГА ЦХС;Ревада-Нева;GfN, GmbH;07.02.2023
03405170681904201801;OH47019;003432     ;Диметикон DC 200/60000 (Белсил ДМ 60000, RJS-201-60000);Ревада-Нева;Wacker Chemie AG;27.01.2020
03405170691904201804;20171018;004502     ;Станнат натрия тригидрат (Натрий оловяннокислый);Ревада-Нева;Yixing Xinyu Chemicals Co., Ltd;17.10.2018
03405171252304201801;D215I36EH1;002359     ;Этоксидигликоль (Carbitol CG, Моноэтиловый эфир);Ревада-Нева;DOW CORNING/DOW EUROPE GMBH;05.03.2020
03405172062604201812;20171002;001614     ;Краситель 6 CP (6-хлор-0-крезол, 2-метил-5-амино-6-хлор фенол, CAS 84540-50-1, Chemibroxc 5А6СОС);Ревада-Нева;Xinyu Chemicals;01.10.2018
03405175111705201809;B1711-NIA270R;007888     ;Ниацинамид;Ревада-Нева;Jubilant Life Sciences Limited;01.10.2022
03405177032905201803;20601704;005150     ;"Китинами (KITINAMI) (сукцинил хитозан) (HYDROXAN, Гидроксан); Гидроцел Q(Hydrocell Q)";Ревада-Нева;GfN Herstellung von Naturextrakten GmbH;28.11.2022
03405180362006201801;0128ANPCB;003925     ;Кутина МД (CUTINA MD, Париол ГМС, Моностеарат глицерина, RADIASUFR 7143, ГМС Масемул);Ревада-Нева;PT. MUSIM MAS;05.01.2020
03405181992906201805;22733;002659     ;Ажидью НЛ50 (аминокислота, NaРСА, Налидон);Ревада-Нева;UCIB (Solabia Group);01.01.2023
03405182760307201803;1131619-2-1-1;038529     ;Отдушка Midnight Narcissus 30114039;Ревада-Нева;DROM FRAGRANCES;27.11.2019
03405183270607201803;78115;012800     ;ПЭГ-200 (Неопал ЛИС 80);Ревада-Нева;Industria Chimica Panzeri S.r.l.;01.01.2020
03405185492007201802;B0788BML1B;002476     ;Стеариновая кислота (EDENOR, палмак 50-18, 1850, Эденор СТ 05 МУ БД, Пальмера А5518);Ревада-Нева;PT MUSIM MAS;28.08.2019
03405187570108201802;6039E18/01;007889     ;Масло жожоба (Париол голд 333);Ревада-Нева;A.& A. Fratelli Parodi s.r.l.;01.05.2020
03405189981508201807;1707154;039029     ;Цельтосомы eryngium maritimum;Ревада-Нева;Biotech Marine;01.07.2020
03405190091608201802;18030205;000049     ;Краситель п-аминофенол порошковый (Rodol P Base, Chemibrox PAP, CAS 123-30-8);Ревада-Нева;TAIXING YANGZI PHARM CHEMICAL INDUSTRY CO., LTD;01.03.2019
03405190832108201801;C-082013-003;000451     ;Цетримониум хлорид (Dehyguart, MICROCARE, ТОРКВАТ, СТС 25, СТС 50, Arguad 16-29);Ревада-Нева;THOR;01.03.2020
03405190992208201802;79398;000836     ;Финдет 1618А (Findet 1618А/18, Цестопал 6М);Ревада-Нева;Industria Chimica Panzeri S.r.l.;01.04.2020
03405192573008201809;79820;005885     ;ПЭГ-100 стеарат (Серенина 100);Ревада-Нева;Industria Chimica Panzeri S.r.l.;01.05.2020
03405200741710201801;REL0117H18;002039     ;Минеральное масло (вазелиновое масло Blandol или Меркур, DIVYOL WOP 80, Савонол 20);Ревада-Нева;APAR INDUSTRIES LTD.;01.07.2020
03405201952410201804;81440;012800     ;ПЭГ-200 (Неопал ЛИС 80);Ревада-Нева;Industria Chimica Panzeri S.r.l.;01.09.2020
03405226871204201902;F1832029-001;018465     ;Воск розы (KahlWax 6692/Kahlwax, Воск 6692, Кальвакс);Ревада-Нева;Kahlwax;10.08.2021
03405150240412201701;54;003932     ;Плюракэр Е1500 флакс (FLURACARE E1500) (ПЭГ-32, ПЭГ-1500);Ревада-Нева;"ООО ""Завод синтанолов""";01.08.2021
03405151090812201702;LDC22317;025078     ;Минеральное масло White Oil 15 (для пудры только САВОНОЛ-15);Ревада-Нева;Savita Oil Technologies Limited;20.09.2019
03405152571812201701;32987;003807     ;Рицино Х 40М (Унитоп-ХЦО-40, UNITOP-HCO-40, ПЭГ-40) (НЕ ПРИНИМАТЬ!!!!);Ревада-Нева;Industria Chimica Panzeri S.r.l.;01.11.2019
03405153432212201702;Е17100293;000334     ;ЦСС (Hedrenol, Lanett, Калкол 8670, Алкотекс 1618 ФБ, VEGAROL 1618ТА, Екорол 68/30П);Ревада-Нева;Godrey Industries Ltd.;10.10.2019
03405154531001201805;40201230;004014     ;Китамер РС (KYTAMER PC, HYDAGEN HCMF, хитозан 85/100/А1, 90/400/А1) ;Ревада-Нева;Kraeber&co GMBH;01.11.2020
03405158940202201805;RP--355888-1904;033597     ;Микрокар СБ (Microcare SB);Ревада-Нева;THOR;01.04.2019
03405159400602201808;20170913;000315     ;Краситель HC BLUE#2;Ревада-Нева;Xinyu;12.09.2018
03405161732102201801;170822IHD1;009262     ;Изогексадекан;Ревада-Нева;LANXESS Distribution GmbH;22.08.2019
03405165081603201805;40201230;004014     ;Китамер РС (KYTAMER PC, HYDAGEN HCMF, хитозан 85/100/А1, 90/400/А1) ;Ревада-Нева;Kraeber&co GMBH;01.11.2020
03405167323003201802;ЕС15569;018469     ;Диметикон (Белсил ADM 8301E);Ревада-Нева;Wacker Chemie AG;18.12.2019
03405168570604201804;6053M17/03;011430     ;Масло миндальное;Ревада-Нева;A.& A. Fratelli Parodi s.r.l.;01.11.2018
03405170701904201804;18015010;005873     ;Масло какао (Париол 455 БЦ Р);Ревада-Нева;OLAM INTERNATIONAL LIMITED;15.01.2019
03405170872004201802;171116IDD1;004117     ;Изододекан;Ревада-Нева;LANXESS Distribution GmbH;16.11.2019
03405172062604201811;20171205;007294     ;Краситель Rodol PAOX (2 метил 5 гидроксиэтил аминофенол);Ревада-Нева;Xinyu Chemicals;04.12.2019
03405176052305201802;20180310;013910     ;Краситель HPDS (25ДПЕ) (CAS № 93841-25-9);Ревада-Нева;Xinyu Chemicals;09.03.2019
03405176262405201803;С-047550-002;003843     ;Квартамин АВ (бегентримониум хлорид, Микрокер Кват БХК);Ревада-Нева;THOR;29.02.2020
03405176462505201802;30707608;003927     ;Еуперлан PK 4000 ( Еуперлан РК 4000, Акипосал 2010С);Ревада-Нева;Kao Chemicals GmbH;25.02.2019
03405177022905201801;1;029220     ;Кислота ортофосфорная (ЧДА);Ревада-Нева;"ЗАО ""Унихим""";01.01.2021
03405181472706201803;B0328ANL1B;002476     ;Стеариновая кислота (EDENOR, палмак 50-18, 1850, Эденор СТ 05 МУ БД, Пальмера А5518);Ревада-Нева;PT MUSIM MAS;24.07.2019
03405181792806201802;LDC5218;025078     ;Минеральное масло White Oil 15 (для пудры только САВОНОЛ-15);Ревада-Нева;Savita Oil Technologies Limited;04.02.2020
03405202392610201802;30762395;003927     ;Еуперлан PK 4000 ( Еуперлан РК 4000, Акипосал 2010С);Ревада-Нева;Kao Chemicals GmbH;01.12.2019
03405204200711201803;OH48290;003432     ;Диметикон DC 200/60000 (Белсил ДМ 60000, RJS-201-60000);Ревада-Нева;Wacker Chemie AG;26.08.2020
03405204230711201802;1803054;038772     ;Джувенесенс (Juvenessence, Juvinessence);Ревада-Нева;Biotech Marine;01.03.2021
03405208550512201801;JA180821-1;000335     ;Сульфоэтоксилаты натрия (Emal 270 D, Texapon N70 Tainolin AES-70-2-NC,Sles 270D,СульфороканолЛ270/1);Ревада-Нева;JAXING ZANYU TECHNOLOGY DEVELOPMENT CO., LTD.;20.08.2020
03405210241812201803;30762395;003927     ;Еуперлан PK 4000 ( Еуперлан РК 4000, Акипосал 2010С);Ревада-Нева;Kao Chemicals GmbH;01.12.2019
03405213812201201903;30762395;003927     ;Еуперлан PK 4000 ( Еуперлан РК 4000, Акипосал 2010С);Ревада-Нева;Kao Chemicals GmbH;01.12.2019
03405215970502201902;6038N18/01;002660     ;Масло персика (PARIOL 326 ПС/Р);Ревада-Нева;A.& A. Fratelli Parodi s.r.l.;01.12.2019
03405181992906201802;30712707;005871     ;Амидет Н;Ревада-Нева;Kao Chemicals GmbH;20.04.2019
03405183280607201802;20180205;003382     ;Ронгалит;Ревада-Нева;VIMAX INDASTRIAL CO.. LIMITED;05.02.2020
03405186462607201803;30721211;007924     ;Акиппо фоам (аkypo foam RL40, лаурет 5 карбоксилат, Акипо Фоам);Ревада-Нева;Kao Chemicals GmbH;24.02.2019
03405188020308201801;18011116;036050     ;Скраб бамбуковый 1000;Ревада-Нева;LESSONIA;31.01.2028
03405191912808201803;K017.3/18/04/108;008509     ;Копирокс;Ревада-Нева;Kumar Organic Products Limited;01.03.2020
03405192703108201801;HY20180512;000108     ;Изоаскорбат натрия (Sodium Erythorbate);Ревада-Нева;Hugestone Enterprise Co. Ltd;11.05.2020
03405196962609201801;F1815011-001;003371     ;Воск белый пчелиный (beeswax white);Ревада-Нева;Kahl GmbH & Co.KG;09.04.2021
03405198280310201802;71001801;032557     ;Алое-вера порошок 200:1 (Freeze Dried, Алоэ Вера);Ревада-Нева;Selкo;01.03.2021
03405198280310201802;71001801;033939     ;Алое-вера порошок 200:1 (для белой косметики);Ревада-Нева;Selкo;01.03.2021
03405198630410201803;20180629;000315     ;Краситель HC BLUE#2;Ревада-Нева;Xinyu;28.06.2021
03405207532811201807;RP-358110-2008;014826     ;Микрокар РМ3 (Sharomix 824, Микрокер ПМ 3, Шаромикс);Ревада-Нева;THOR;01.08.2020
03405208140312201803;C-134659-005;003843     ;Квартамин АВ (бегентримониум хлорид, Микрокер Кват БХК);Ревада-Нева;THOR;31.05.2020
